public_id,year,permit_number,permit_type
3150507,2020,10920,Food Fish/Crustacea Dealer/Shipper
3150685,2020,2271,Party/Charter Boat
3150685,2020,4053,Horseshoe Crab - Resident
3150685,2020,4053,Crab - Resident
3150685,2020,5594,Food Fish - Resident
3151157,2020,10884,Food Fish/Crustacea Dealer/Shipper
3151308,2020,2189,Party/Charter Boat
3151371,2020,1370,Horseshoe Crab - NR
3151371,2020,1370,Crab - NR
3151552,2020,10904,Food Fish/Crustacea Dealer/Shipper
3151614,2020,5608,Food Fish - Resident
3151616,2020,1602,Party/Charter Boat
3151670,2020,2190,Party/Charter Boat
3151791,2020,10908,Food Fish/Crustacea Dealer/Shipper
3151798,2020,10911,Food Fish/Crustacea Dealer/Shipper
3151870,2020,1334,Marine Bait
3151892,2020,1186,Marine Bait
3152070,2020,4069,Horseshoe Crab - Resident
3152070,2020,4069,Crab - Resident
3152070,2020,5618,Food Fish - Resident
3152131,2020,349,Gill Net - Resident
3152131,2020,517,Scoop Dip Scap up to 10 ft sq
3152228,2020,352,Gill Net - Resident
3152251,2020,2201,Party/Charter Boat
3152271,2020,2202,Party/Charter Boat
3152330,2020,2208,Party/Charter Boat
3152433,2020,2214,Party/Charter Boat
3152532,2020,1190,Marine Bait
3152590,2020,1022,Whelk - Resident
3152590,2020,1332,Food Fish - Resident
3152590,2020,2050,Horseshoe Crab - Resident
3152590,2020,2050,Crab - Resident
3152634,2020,2221,Party/Charter Boat
3152676,2020,10927,Food Fish/Crustacea Dealer/Shipper
3152698,2020,201497,Food Fish Landing
3152757,2020,10931,Food Fish/Crustacea Dealer/Shipper
3152825,2020,1317,Marine Bait
3152909,2020,2230,Party/Charter Boat
3153048,2020,2231,Party/Charter Boat
3153109,2020,2233,Party/Charter Boat
3153576,2020,1151,Whelk - Resident
3153576,2020,348,Horseshoe Crab - Resident
3153576,2020,348,Crab - Resident
3153576,2020,5451,Lobster - Resident
3153576,2020,761,Food Fish - Resident
3153751,2020,10941,Food Fish/Crustacea Dealer/Shipper
3153788,2020,900,Food Fish - Resident
3153950,2020,10892,Food Fish/Crustacea Dealer/Shipper
3154030,2020,11358,Food Fish/Crustacea Dealer/Shipper
3154433,2020,1423,Whelk - Resident
3154433,2020,5643,Food Fish - Resident
3154748,2020,10947,Food Fish/Crustacea Dealer/Shipper
3154931,2020,10949,Food Fish/Crustacea Dealer/Shipper
3154933,2020,101356,Food Fish - NR
3155134,2020,10950,Food Fish/Crustacea Dealer/Shipper
3155311,2020,10951,Food Fish/Crustacea Dealer/Shipper
3155494,2020,2252,Party/Charter Boat
3155711,2020,4078,Horseshoe Crab - Resident
3155711,2020,4078,Crab - Resident
3155738,2020,2266,Party/Charter Boat
3155751,2020,5575,Food Fish - Resident
3155871,2020,2255,Party/Charter Boat
3155971,2020,11201,Food Fish/Crustacea Dealer/Shipper
3156135,2020,10967,Food Fish/Crustacea Dealer/Shipper
3156311,2020,10993,Food Fish/Crustacea Dealer/Shipper
3156533,2020,2265,Party/Charter Boat
3156533,2020,2658,Party/Charter Boat
3156636,2020,2268,Party/Charter Boat
3156638,2020,10972,Food Fish/Crustacea Dealer/Shipper
3156640,2020,371,Gill Net - Resident
3156640,2020,515,Scoop Dip Scap up to 10 ft sq
3156640,2020,516,Scoop Dip Scap up to 10 ft sq
3156671,2020,10973,Food Fish/Crustacea Dealer/Shipper
3156871,2020,3988,Horseshoe Crab - Resident
3156871,2020,3988,Crab - Resident
3156871,2020,5515,Food Fish - Resident
3157052,2020,1001,Whelk - Resident
3157052,2020,198,Lobster - Resident
3157052,2020,3012,Food Fish - Resident
3157052,2020,4044,Horseshoe Crab - Resident
3157052,2020,4044,Crab - Resident
3157377,2020,2272,Party/Charter Boat
3157393,2020,2273,Party/Charter Boat
3157411,2020,10980,Food Fish/Crustacea Dealer/Shipper
3157451,2020,504,Food Fish - Resident
3157551,2020,2274,Party/Charter Boat
3157691,2020,2276,Party/Charter Boat
3157873,2020,3386,Food Fish - Resident
3157891,2020,10983,Food Fish/Crustacea Dealer/Shipper
3158051,2020,2281,Party/Charter Boat
3158172,2020,10987,Food Fish/Crustacea Dealer/Shipper
3158392,2020,2402,Party/Charter Boat
3158431,2020,3234,Food Fish - Resident
3158571,2020,4085,Horseshoe Crab - Resident
3158571,2020,4085,Crab - Resident
3158571,2020,5631,Food Fish - Resident
3158631,2020,201556,Food Fish Landing
3159351,2020,4071,Horseshoe Crab - Resident
3159351,2020,4071,Crab - Resident
3159351,2020,5655,Food Fish - Resident
3159551,2020,4070,Horseshoe Crab - Resident
3159551,2020,4070,Crab - Resident
3159551,2020,5635,Food Fish - Resident
3159771,2020,10995,Food Fish/Crustacea Dealer/Shipper
3160151,2020,2307,Party/Charter Boat
3160253,2020,1237,Marine Bait
3160632,2020,11001,Food Fish/Crustacea Dealer/Shipper
3160695,2020,3521,Food Fish - Resident
3160731,2020,11004,Food Fish/Crustacea Dealer/Shipper
3160851,2020,2453,Horseshoe Crab - Resident
3160851,2020,2453,Crab - Resident
3160851,2020,901,Food Fish - Resident
3160871,2020,11005,Food Fish/Crustacea Dealer/Shipper
3160994,2020,221,Food Fish - Resident
3161151,2020,11006,Food Fish/Crustacea Dealer/Shipper
3161333,2020,1083,Lobster Landing
3161333,2020,2928,Food Fish - Resident
3161333,2020,4043,Horseshoe Crab - Resident
3161333,2020,4043,Crab - Resident
3161471,2020,2013,Food Fish - Resident
3161471,2020,2466,Crab - Resident
3161731,2020,2695,Party/Charter Boat
3161871,2020,1227,Marine Bait
3161991,2020,2116,Food Fish - Resident
3161991,2020,2334,Horseshoe Crab - Resident
3161991,2020,2334,Crab - Resident
3162371,2020,11028,Food Fish/Crustacea Dealer/Shipper
3163233,2020,11019,Food Fish/Crustacea Dealer/Shipper
3163571,2020,11022,Food Fish/Crustacea Dealer/Shipper
3163631,2020,11024,Food Fish/Crustacea Dealer/Shipper
3163633,2020,1034,Food Fish - Resident
3163633,2020,620,Horseshoe Crab - Resident
3163633,2020,620,Crab - Resident
3163674,2020,11025,Food Fish/Crustacea Dealer/Shipper
3163676,2020,11026,Food Fish/Crustacea Dealer/Shipper
3163694,2020,102545,Food Fish - NR
3163872,2020,1332,Marine Bait
3164331,2020,11033,Food Fish/Crustacea Dealer/Shipper
3164492,2020,11035,Food Fish/Crustacea Dealer/Shipper
3164534,2020,1233,Marine Bait
3164536,2020,1234,Marine Bait
3164833,2020,484,Scoop Dip Scap up to 10 ft sq
3164840,2020,5627,Food Fish - Resident
3165067,2020,2323,Party/Charter Boat
3165111,2020,506,Scoop Dip Scap up to 10 ft sq
3165118,2020,2324,Party/Charter Boat
3165122,2020,1235,Marine Bait
3165122,2020,2579,Party/Charter Boat
3165153,2020,2327,Party/Charter Boat
3165212,2020,2328,Party/Charter Boat
3165212,2020,4068,Horseshoe Crab - Resident
3165212,2020,4068,Crab - Resident
3165257,2020,11047,Food Fish/Crustacea Dealer/Shipper
3165271,2020,2331,Party/Charter Boat
3165271,2020,2382,Party/Charter Boat
3165291,2020,511,Scoop Dip Scap up to 10 ft sq
3165293,2020,2333,Party/Charter Boat
3165351,2020,514,Scoop Dip Scap up to 10 ft sq
3165353,2020,2334,Party/Charter Boat
3165371,2020,11048,Food Fish/Crustacea Dealer/Shipper
3165935,2020,2343,Party/Charter Boat
3166291,2020,11052,Food Fish/Crustacea Dealer/Shipper
3166611,2020,11055,Food Fish/Crustacea Dealer/Shipper
3166671,2020,2414,Party/Charter Boat
3166853,2020,11059,Food Fish/Crustacea Dealer/Shipper
3167171,2020,11063,Food Fish/Crustacea Dealer/Shipper
3167613,2020,201631,Food Fish Landing
3167613,2020,2437,Party/Charter Boat
3167792,2020,2527,Party/Charter Boat
3167792,2020,3866,Food Fish - Resident
3167811,2020,11068,Food Fish/Crustacea Dealer/Shipper
3168171,2020,11071,Food Fish/Crustacea Dealer/Shipper
3168174,2020,1046,Whelk - Resident
3168174,2020,1893,Food Fish - Resident
3168174,2020,450,Lobster - Resident
3168174,2020,840,Crab - Resident
3168191,2020,11072,Food Fish/Crustacea Dealer/Shipper
3168291,2020,11073,Food Fish/Crustacea Dealer/Shipper
3168331,2020,11075,Food Fish/Crustacea Dealer/Shipper
3168471,2020,101473,Food Fish - NR
3168491,2020,1282,Marine Bait
3168536,2020,11076,Food Fish/Crustacea Dealer/Shipper
3168871,2020,5605,Food Fish - Resident
3169012,2020,101443,Food Fish - NR
3169012,2020,11146,Food Fish/Crustacea Dealer/Shipper
3169071,2020,4082,Horseshoe Crab - Resident
3169071,2020,4082,Crab - Resident
3169111,2020,4081,Horseshoe Crab - Resident
3169111,2020,4081,Crab - Resident
3169111,2020,5645,Food Fish - Resident
3169191,2020,11083,Food Fish/Crustacea Dealer/Shipper
3169431,2020,2359,Party/Charter Boat
3169480,2020,50,Food Fish - Resident
3169533,2020,418,Gill Net - Resident
3169533,2020,529,Scoop Dip Scap up to 10 ft sq
3169732,2020,5668,Food Fish - Resident
3170371,2020,439,Food Fish - Resident
3170419,2020,540,Scoop Dip Scap up to 10 ft sq
3170491,2020,2369,Party/Charter Boat
3170511,2020,11092,Food Fish/Crustacea Dealer/Shipper
3170591,2020,2398,Party/Charter Boat
3170611,2020,11094,Food Fish/Crustacea Dealer/Shipper
3170715,2020,2374,Party/Charter Boat
3170733,2020,11156,Food Fish/Crustacea Dealer/Shipper
3170733,2020,3559,Food Fish - Resident
3170831,2020,2378,Party/Charter Boat
3170891,2020,541,Scoop Dip Scap up to 10 ft sq
3170893,2020,428,Gill Net - Resident
3170911,2020,11096,Food Fish/Crustacea Dealer/Shipper
3170971,2020,2380,Party/Charter Boat
3171073,2020,2384,Party/Charter Boat
3171111,2020,1506,Food Fish - Resident
3171111,2020,556,Horseshoe Crab - Resident
3171111,2020,556,Crab - Resident
3171311,2020,2388,Party/Charter Boat
3171370,2020,2389,Party/Charter Boat
3171713,2020,11106,Food Fish/Crustacea Dealer/Shipper
3171773,2020,2716,Party/Charter Boat
3172151,2020,11110,Food Fish/Crustacea Dealer/Shipper
3172191,2020,2400,Party/Charter Boat
3172193,2020,2401,Party/Charter Boat
3172311,2020,201606,Food Fish Landing
3172395,2020,2406,Party/Charter Boat
3172515,2020,11114,Food Fish/Crustacea Dealer/Shipper
3172535,2020,3541,Food Fish - Resident
3172635,2020,2409,Party/Charter Boat
3172855,2020,3137,Food Fish - Resident
3172939,2020,2410,Party/Charter Boat
3172995,2020,2411,Party/Charter Boat
3173255,2020,2074,Food Fish - Resident
3173395,2020,11121,Food Fish/Crustacea Dealer/Shipper
3173415,2020,225,Food Fish - Resident
3173635,2020,11125,Food Fish/Crustacea Dealer/Shipper
3173637,2020,11124,Food Fish/Crustacea Dealer/Shipper
3174055,2020,11191,Food Fish/Crustacea Dealer/Shipper
3174155,2020,101328,Food Fish - NR
3174456,2020,11131,Food Fish/Crustacea Dealer/Shipper
3174535,2020,1975,Horseshoe Crab - Resident
3174535,2020,1975,Crab - Resident
3174535,2020,3564,Food Fish - Resident
3174655,2020,11135,Food Fish/Crustacea Dealer/Shipper
3174797,2020,11259,Food Fish/Crustacea Dealer/Shipper
3174835,2020,429,Gill Net - Resident
3174955,2020,11137,Food Fish/Crustacea Dealer/Shipper
3174957,2020,11138,Food Fish/Crustacea Dealer/Shipper
3174975,2020,11139,Food Fish/Crustacea Dealer/Shipper
3175155,2020,11142,Food Fish/Crustacea Dealer/Shipper
3175215,2020,2418,Party/Charter Boat
3175235,2020,1266,Marine Bait
3175255,2020,430,Gill Net - Resident
3175257,2020,431,Gill Net - Resident
3175378,2020,1303,Marine Bait
3175378,2020,2419,Party/Charter Boat
3175380,2020,2167,Food Fish - Resident
3175475,2020,11144,Food Fish/Crustacea Dealer/Shipper
3175516,2020,2420,Party/Charter Boat
3175535,2020,11145,Food Fish/Crustacea Dealer/Shipper
3175595,2020,106,Eel Pots - Resident
3175595,2020,436,Gill Net - Resident
3175615,2020,2,Seine - NR
3175615,2020,507,Gill Net - NR
3175617,2020,545,Scoop Dip Scap up to 10 ft sq
3175619,2020,546,Scoop Dip Scap up to 10 ft sq
3175639,2020,201637,Food Fish Landing
3175639,2020,2421,Party/Charter Boat
3175657,2020,2423,Party/Charter Boat
3175894,2020,11148,Food Fish/Crustacea Dealer/Shipper
3176075,2020,2426,Party/Charter Boat
3176135,2020,2427,Party/Charter Boat
3176215,2020,442,Gill Net - Resident
3176215,2020,553,Scoop Dip Scap up to 10 ft sq
3176215,2020,58,Seine
3176277,2020,157,Food Fish - Resident
3176317,2020,2431,Party/Charter Boat
3176355,2020,2146,Food Fish - Resident
3176537,2020,2436,Party/Charter Boat
3176555,2020,11306,Food Fish/Crustacea Dealer/Shipper
3176555,2020,1270,Marine Bait
3176555,2020,1271,Whelk - Resident
3176555,2020,2484,Horseshoe Crab - Resident
3176555,2020,2484,Crab - Resident
3176555,2020,5669,Food Fish - Resident
3176775,2020,2441,Party/Charter Boat
3176815,2020,1314,Marine Bait
3176815,2020,2442,Party/Charter Boat
3176835,2020,2443,Party/Charter Boat
3176995,2020,2446,Party/Charter Boat
3177035,2020,2448,Party/Charter Boat
3177076,2020,3,Eel Weir - Delaware River
3177076,2020,6,Eel Weir - Delaware River
3177080,2020,1,Eel Weir - Delaware River
3177080,2020,4,Eel Weir - Delaware River
3177082,2020,1,Eel Weir - Delaware River
3177082,2020,7,Eel Weir - Delaware River
3177086,2020,2,Eel Weir - Delaware River NR
3177086,2020,3,Eel Weir - Delaware River
3177088,2020,1,Eel Weir - Delaware River
3177088,2020,2,Eel Weir - Delaware River
3177090,2020,1,Eel Weir - Delaware River
3177090,2020,2,Eel Weir - Delaware River
3177092,2020,1,Eel Weir - Delaware River NR
3177092,2020,1,Eel Weir - Delaware River
3177375,2020,2455,Party/Charter Boat
3177435,2020,2457,Party/Charter Boat
3177535,2020,11161,Food Fish/Crustacea Dealer/Shipper
3177655,2020,1272,Marine Bait
3178117,2020,4148,Food Fish - Resident
3178155,2020,11164,Food Fish/Crustacea Dealer/Shipper
3178278,2020,709,Food Fish - Resident
3178323,2020,11165,Food Fish/Crustacea Dealer/Shipper
3178399,2020,11168,Food Fish/Crustacea Dealer/Shipper
3178475,2020,2467,Party/Charter Boat
3178495,2020,11169,Food Fish/Crustacea Dealer/Shipper
3178595,2020,11183,Food Fish/Crustacea Dealer/Shipper
3178655,2020,11170,Food Fish/Crustacea Dealer/Shipper
3178775,2020,11171,Food Fish/Crustacea Dealer/Shipper
3178877,2020,3868,Horseshoe Crab - Resident
3178877,2020,3868,Crab - Resident
3178877,2020,5402,Food Fish - Resident
3178975,2020,2636,Party/Charter Boat
3179036,2020,2702,Party/Charter Boat
3179295,2020,1027,Food Fish - Resident
3179616,2020,4087,Horseshoe Crab - Resident
3179616,2020,4087,Crab - Resident
3179635,2020,3292,Food Fish - Resident
3179695,2020,3423,Food Fish - Resident
3179979,2020,11173,Food Fish/Crustacea Dealer/Shipper
3180035,2020,11174,Food Fish/Crustacea Dealer/Shipper
3180117,2020,11176,Food Fish/Crustacea Dealer/Shipper
3180135,2020,11177,Food Fish/Crustacea Dealer/Shipper
3180176,2020,11178,Food Fish/Crustacea Dealer/Shipper
3180215,2020,11179,Food Fish/Crustacea Dealer/Shipper
3180355,2020,2470,Party/Charter Boat
3180355,2020,2480,Party/Charter Boat
3180375,2020,11181,Food Fish/Crustacea Dealer/Shipper
3180377,2020,11182,Food Fish/Crustacea Dealer/Shipper
3180415,2020,11184,Food Fish/Crustacea Dealer/Shipper
3180456,2020,2471,Party/Charter Boat
3180876,2020,446,Gill Net - Resident
3180895,2020,5623,Food Fish - Resident
3180935,2020,5630,Food Fish - Resident
3180995,2020,10488,Food Fish/Crustacea Dealer/Shipper
3181115,2020,11188,Food Fish/Crustacea Dealer/Shipper
3181195,2020,447,Gill Net - Resident
3181215,2020,2473,Party/Charter Boat
3181235,2020,2474,Party/Charter Boat
3181238,2020,11189,Food Fish/Crustacea Dealer/Shipper
3181380,2020,2069,Food Fish - Resident
3181495,2020,450,Gill Net - Resident
3181497,2020,451,Gill Net - Resident
3181555,2020,670,Food Fish - Resident
3181735,2020,2481,Party/Charter Boat
3181735,2020,2483,Party/Charter Boat
3181735,2020,2515,Party/Charter Boat
3181915,2020,11262,Food Fish/Crustacea Dealer/Shipper
3181955,2020,562,Scoop Dip Scap up to 10 ft sq
3182175,2020,2487,Party/Charter Boat
3182175,2020,2618,Party/Charter Boat
3182215,2020,11194,Food Fish/Crustacea Dealer/Shipper
3182235,2020,2489,Party/Charter Boat
3182275,2020,564,Scoop Dip Scap up to 10 ft sq
3182295,2020,2491,Party/Charter Boat
3182315,2020,539,Lobster - NR
3182337,2020,457,Gill Net - Resident
3182337,2020,565,Scoop Dip Scap up to 10 ft sq
3182475,2020,1370,Food Fish - Resident
3182557,2020,2601,Horseshoe Crab - Resident
3182557,2020,2601,Crab - Resident
3182557,2020,5494,Food Fish - Resident
3182775,2020,2505,Party/Charter Boat
3182796,2020,10419,Food Fish/Crustacea Dealer/Shipper
3182796,2020,3222,Food Fish - Resident
3182796,2020,3222,Alternate Vessel
3182817,2020,2506,Party/Charter Boat
3182875,2020,2507,Party/Charter Boat
3182978,2020,3232,Food Fish - Resident
3183055,2020,201665,Food Fish Landing
3183335,2020,11205,Food Fish/Crustacea Dealer/Shipper
3183555,2020,2517,Party/Charter Boat
3183836,2020,11208,Food Fish/Crustacea Dealer/Shipper
3185515,2020,101363,Food Fish - NR
3185715,2020,985,Food Fish - Resident
3185715,2020,985,Alternate Vessel
3185735,2020,11217,Food Fish/Crustacea Dealer/Shipper
3185737,2020,11218,Food Fish/Crustacea Dealer/Shipper
3185835,2020,1367,Horseshoe Crab - NR
3185835,2020,1367,Crab - NR
3185855,2020,11303,Food Fish/Crustacea Dealer/Shipper
3186015,2020,11220,Food Fish/Crustacea Dealer/Shipper
3186055,2020,785,Food Fish - Resident
3186095,2020,262,Horseshoe Crab - Resident
3186095,2020,262,Crab - Resident
3186135,2020,11222,Food Fish/Crustacea Dealer/Shipper
3186175,2020,461,Gill Net - Resident
3186195,2020,462,Gill Net - Resident
3186295,2020,11224,Food Fish/Crustacea Dealer/Shipper
3186335,2020,11225,Food Fish/Crustacea Dealer/Shipper
3186356,2020,2530,Party/Charter Boat
3186515,2020,11228,Food Fish/Crustacea Dealer/Shipper
3186575,2020,2531,Party/Charter Boat
3186675,2020,11230,Food Fish/Crustacea Dealer/Shipper
3186695,2020,201667,Food Fish Landing
3186717,2020,465,Gill Net - Resident
3186755,2020,11231,Food Fish/Crustacea Dealer/Shipper
3186795,2020,2532,Party/Charter Boat
3186875,2020,3050,Food Fish - Resident
3186875,2020,3398,Lobster - Resident
3186897,2020,467,Gill Net - Resident
3186955,2020,468,Gill Net - Resident
3186955,2020,585,Scoop Dip Scap up to 10 ft sq
3187035,2020,100,Eel Pots - Resident
3187035,2020,470,Gill Net - Resident
3187157,2020,201686,Food Fish Landing
3187215,2020,5640,Food Fish - Resident
3187237,2020,4066,Horseshoe Crab - Resident
3187237,2020,4066,Crab - Resident
3187261,2020,2535,Party/Charter Boat
3187261,2020,2600,Party/Charter Boat
3187357,2020,2538,Party/Charter Boat
3187395,2020,11234,Food Fish/Crustacea Dealer/Shipper
3187415,2020,2540,Party/Charter Boat
3187457,2020,2542,Party/Charter Boat
3187477,2020,2544,Party/Charter Boat
3187489,2020,11236,Food Fish/Crustacea Dealer/Shipper
3187537,2020,473,Gill Net - Resident
3187539,2020,474,Gill Net - Resident
3187543,2020,2549,Party/Charter Boat
3187595,2020,421,Lobster - Resident
3187595,2020,424,Horseshoe Crab - Resident
3187595,2020,424,Crab - Resident
3187595,2020,998,Food Fish - Resident
3187656,2020,2550,Party/Charter Boat
3187658,2020,2551,Party/Charter Boat
3187737,2020,476,Gill Net - Resident
3187755,2020,11237,Food Fish/Crustacea Dealer/Shipper
3187775,2020,2553,Party/Charter Boat
3187777,2020,201669,Food Fish Landing
3187777,2020,2554,Party/Charter Boat
3187779,2020,2555,Party/Charter Boat
3187835,2020,216,Horseshoe Crab - Resident
3187835,2020,216,Crab - Resident
3187835,2020,342,Food Fish - Resident
3187855,2020,1303,Lobster - NR
3188057,2020,477,Gill Net - Resident
3188115,2020,3790,Food Fish - Resident
3188137,2020,11241,Food Fish/Crustacea Dealer/Shipper
3188197,2020,2565,Party/Charter Boat
3188315,2020,201670,Food Fish Landing
3188359,2020,2568,Party/Charter Boat
3188462,2020,11243,Food Fish/Crustacea Dealer/Shipper
3188477,2020,3074,Food Fish - Resident
3188556,2020,2569,Party/Charter Boat
3188597,2020,10854,Food Fish/Crustacea Dealer/Shipper
3188675,2020,2573,Party/Charter Boat
3188735,2020,2113,Horseshoe Crab - Resident
3188735,2020,2113,Crab - Resident
3188735,2020,2619,Party/Charter Boat
3188735,2020,3660,Food Fish - Resident
3188837,2020,1735,Food Fish - Resident
3188916,2020,11246,Food Fish/Crustacea Dealer/Shipper
3189019,2020,2575,Party/Charter Boat
3189035,2020,11250,Food Fish/Crustacea Dealer/Shipper
3189095,2020,2577,Party/Charter Boat
3189277,2020,2580,Party/Charter Boat
3189277,2020,2681,Party/Charter Boat
3189495,2020,11293,Food Fish/Crustacea Dealer/Shipper
3189535,2020,3033,Food Fish - Resident
3189555,2020,11253,Food Fish/Crustacea Dealer/Shipper
3189557,2020,2582,Party/Charter Boat
3189559,2020,11254,Food Fish/Crustacea Dealer/Shipper
3189577,2020,11256,Food Fish/Crustacea Dealer/Shipper
3189817,2020,2583,Party/Charter Boat
3190255,2020,2584,Party/Charter Boat
3190395,2020,11261,Food Fish/Crustacea Dealer/Shipper
3190495,2020,11263,Food Fish/Crustacea Dealer/Shipper
3190560,2020,2040,Horseshoe Crab - Resident
3190560,2020,2040,Crab - Resident
3190560,2020,5586,Food Fish - Resident
3190575,2020,11266,Food Fish/Crustacea Dealer/Shipper
3190616,2020,117,Food Fish - Resident
3190616,2020,52,Lobster - Resident
3190616,2020,88,Crab - Resident
3190655,2020,11267,Food Fish/Crustacea Dealer/Shipper
3190740,2020,2587,Party/Charter Boat
3190741,2020,2588,Party/Charter Boat
3190743,2020,11268,Food Fish/Crustacea Dealer/Shipper
3190841,2020,577,Scoop Dip Scap up to 10 ft sq
3190878,2020,5641,Food Fish - Resident
3190975,2020,1312,Marine Bait
3191001,2020,480,Gill Net - Resident
3191115,2020,11272,Food Fish/Crustacea Dealer/Shipper
3191155,2020,481,Gill Net - Resident
3191195,2020,2591,Party/Charter Boat
3191215,2020,103,Eel Pots - Resident
3191335,2020,2593,Party/Charter Boat
3191342,2020,11274,Food Fish/Crustacea Dealer/Shipper
3191355,2020,486,Gill Net - Resident
3191475,2020,1084,Lobster Landing
3191495,2020,2596,Party/Charter Boat
3191515,2020,11275,Food Fish/Crustacea Dealer/Shipper
3191555,2020,11276,Food Fish/Crustacea Dealer/Shipper
3191736,2020,490,Gill Net - Resident
3191835,2020,491,Gill Net - Resident
3191995,2020,492,Gill Net - Resident
3192195,2020,2604,Party/Charter Boat
3192215,2020,11279,Food Fish/Crustacea Dealer/Shipper
3192435,2020,2614,Party/Charter Boat
3192495,2020,11281,Food Fish/Crustacea Dealer/Shipper
3192515,2020,2617,Party/Charter Boat
3192635,2020,11283,Food Fish/Crustacea Dealer/Shipper
3192757,2020,2621,Party/Charter Boat
3192875,2020,5663,Food Fish - Resident
3192935,2020,616,Food Fish - Resident
3193275,2020,2627,Party/Charter Boat
3193295,2020,101351,Food Fish - NR
3193295,2020,101351,Alternate Vessel
3193355,2020,11284,Food Fish/Crustacea Dealer/Shipper
3193395,2020,11285,Food Fish/Crustacea Dealer/Shipper
3193498,2020,11286,Food Fish/Crustacea Dealer/Shipper
3193555,2020,2630,Party/Charter Boat
3193737,2020,1318,Marine Bait
3194235,2020,1319,Marine Bait
3194475,2020,11287,Food Fish/Crustacea Dealer/Shipper
3194675,2020,1085,Lobster Landing
3195255,2020,11289,Food Fish/Crustacea Dealer/Shipper
3195257,2020,1320,Marine Bait
3195359,2020,5661,Food Fish - Resident
3195577,2020,1050,Lobster Bait Gill Net
3195577,2020,1181,Whelk - Resident
3195577,2020,3953,Horseshoe Crab - Resident
3195577,2020,3953,Crab - Resident
3195577,2020,443,Lobster - Resident
3195577,2020,5481,Food Fish - Resident
3195775,2020,11291,Food Fish/Crustacea Dealer/Shipper
3195875,2020,1458,Food Fish - Resident
3196015,2020,201682,Food Fish Landing
3196015,2020,2715,Party/Charter Boat
3196055,2020,11292,Food Fish/Crustacea Dealer/Shipper
3196077,2020,11133,Food Fish/Crustacea Dealer/Shipper
3196135,2020,1044,Whelk - Resident
3196135,2020,300,Horseshoe Crab - Resident
3196135,2020,300,Crab - Resident
3196135,2020,618,Food Fish - Resident
3196355,2020,5656,Food Fish - Resident
3196375,2020,2639,Party/Charter Boat
3196417,2020,11297,Food Fish/Crustacea Dealer/Shipper
3196435,2020,495,Gill Net - Resident
3196455,2020,11298,Food Fish/Crustacea Dealer/Shipper
3196537,2020,2640,Party/Charter Boat
3196537,2020,2722,Party/Charter Boat
3196555,2020,2641,Party/Charter Boat
3196595,2020,11300,Food Fish/Crustacea Dealer/Shipper
3196655,2020,2642,Party/Charter Boat
3196695,2020,11301,Food Fish/Crustacea Dealer/Shipper
3196716,2020,2643,Party/Charter Boat
3196876,2020,3243,Food Fish - Resident
3196955,2020,496,Gill Net - Resident
3196957,2020,497,Gill Net - Resident
3197115,2020,11304,Food Fish/Crustacea Dealer/Shipper
3197155,2020,2648,Party/Charter Boat
3197315,2020,498,Gill Net - Resident
3197376,2020,2650,Party/Charter Boat
3197558,2020,1325,Marine Bait
3197635,2020,500,Gill Net - Resident
3197635,2020,60,Seine
3197639,2020,61,Seine
3197655,2020,2157,Horseshoe Crab - Resident
3197655,2020,2157,Crab - Resident
3197655,2020,2280,Lobster - Resident
3197655,2020,743,Food Fish - Resident
3197659,2020,2651,Party/Charter Boat
3197697,2020,501,Gill Net - Resident
3197699,2020,502,Gill Net - Resident
3197757,2020,2652,Party/Charter Boat
3197835,2020,2654,Party/Charter Boat
3197835,2020,2710,Party/Charter Boat
3197855,2020,2655,Party/Charter Boat
3197875,2020,2656,Party/Charter Boat
3197875,2020,2657,Party/Charter Boat
3197877,2020,590,Scoop Dip Scap up to 10 ft sq
3197936,2020,2660,Party/Charter Boat
3197975,2020,2661,Party/Charter Boat
3197995,2020,2662,Party/Charter Boat
3198015,2020,2663,Party/Charter Boat
3198076,2020,2665,Party/Charter Boat
3198155,2020,2666,Party/Charter Boat
3198155,2020,2667,Party/Charter Boat
3198175,2020,2664,Party/Charter Boat
3198235,2020,201684,Food Fish Landing
3198295,2020,102547,Food Fish - NR
3198315,2020,5651,Food Fish - Resident
3198335,2020,1065,Lobster Landing
3198335,2020,215,Food Fish - Resident
3198335,2020,215,Alternate Vessel
3198395,2020,11307,Food Fish/Crustacea Dealer/Shipper
3198398,2020,5650,Food Fish - Resident
3198415,2020,5652,Food Fish - Resident
3198417,2020,5653,Food Fish - Resident
3198535,2020,2669,Party/Charter Boat
3198595,2020,5461,Food Fish - Resident
3198601,2020,11308,Food Fish/Crustacea Dealer/Shipper
3198603,2020,11309,Food Fish/Crustacea Dealer/Shipper
3198617,2020,506,Gill Net - Resident
3198619,2020,2673,Party/Charter Boat
3198635,2020,11310,Food Fish/Crustacea Dealer/Shipper
3198637,2020,5658,Food Fish - Resident
3198655,2020,11311,Food Fish/Crustacea Dealer/Shipper
3198658,2020,2675,Party/Charter Boat
3198664,2020,2677,Party/Charter Boat
3198675,2020,2679,Party/Charter Boat
3198675,2020,2680,Party/Charter Boat
3198677,2020,11312,Food Fish/Crustacea Dealer/Shipper
3198701,2020,11313,Food Fish/Crustacea Dealer/Shipper
3198703,2020,507,Gill Net - Resident
