public_id,year,permit_number,permit_type
3198735,2020,2683,Party/Charter Boat
3198775,2020,11315,Food Fish/Crustacea Dealer/Shipper
3198795,2020,1255,Whelk - Resident
3198795,2020,2054,Horseshoe Crab - Resident
3198795,2020,2054,Crab - Resident
3198795,2020,22,Food Fish - Resident
3198795,2020,8,Lobster - Resident
3198835,2020,5633,Food Fish - Resident
3198837,2020,101336,Food Fish - NR
3198875,2020,2684,Party/Charter Boat
3198919,2020,11316,Food Fish/Crustacea Dealer/Shipper
3198955,2020,2687,Party/Charter Boat
3198979,2020,1327,Marine Bait
3198997,2020,11318,Food Fish/Crustacea Dealer/Shipper
3199036,2020,11319,Food Fish/Crustacea Dealer/Shipper
3199038,2020,11320,Food Fish/Crustacea Dealer/Shipper
3199115,2020,2691,Party/Charter Boat
3199155,2020,2694,Party/Charter Boat
3199255,2020,1333,Marine Bait
3199575,2020,2696,Party/Charter Boat
3199599,2020,11323,Food Fish/Crustacea Dealer/Shipper
3199655,2020,11324,Food Fish/Crustacea Dealer/Shipper
3199695,2020,2968,Food Fish - Resident
3199715,2020,11325,Food Fish/Crustacea Dealer/Shipper
3200015,2020,1186,Whelk - Resident
3200015,2020,2630,Horseshoe Crab - Resident
3200015,2020,2630,Crab - Resident
3200135,2020,296,Food Fish - Resident
3200195,2020,2699,Party/Charter Boat
3200257,2020,2700,Party/Charter Boat
320036,2020,10654,Food Fish/Crustacea Dealer/Shipper
320036,2020,1407,Whelk - Resident
320036,2020,3937,Horseshoe Crab - Resident
320036,2020,3937,Crab - Resident
320036,2020,5459,Food Fish - Resident
320037,2020,11195,Food Fish/Crustacea Dealer/Shipper
320037,2020,9,Marine Bait
3200398,2020,2701,Party/Charter Boat
320042,2020,10644,Food Fish/Crustacea Dealer/Shipper
320042,2020,20,Marine Bait
3200635,2020,2704,Party/Charter Boat
3200854,2020,11328,Food Fish/Crustacea Dealer/Shipper
3200895,2020,3763,Food Fish - Resident
3201136,2020,5595,Food Fish - Resident
3201215,2020,3268,Food Fish - Resident
3201315,2020,11329,Food Fish/Crustacea Dealer/Shipper
3201475,2020,201689,Food Fish Landing
3201556,2020,11331,Food Fish/Crustacea Dealer/Shipper
3201655,2020,3514,Food Fish - Resident
3201795,2020,1803,Horseshoe Crab - Resident
3201795,2020,1803,Crab - Resident
3201795,2020,3350,Food Fish - Resident
3201795,2020,416,Lobster - Resident
3201875,2020,11333,Food Fish/Crustacea Dealer/Shipper
3201896,2020,147,Food Fish - Resident
3202035,2020,5111,Lobster - Resident
3202035,2020,5111,Lobster Bait Gill Net
3202135,2020,11336,Food Fish/Crustacea Dealer/Shipper
3202175,2020,11337,Food Fish/Crustacea Dealer/Shipper
3202195,2020,11338,Food Fish/Crustacea Dealer/Shipper
3202235,2020,11339,Food Fish/Crustacea Dealer/Shipper
3202255,2020,11340,Food Fish/Crustacea Dealer/Shipper
3202277,2020,2711,Party/Charter Boat
3202295,2020,1331,Marine Bait
3202315,2020,11342,Food Fish/Crustacea Dealer/Shipper
3202335,2020,11341,Food Fish/Crustacea Dealer/Shipper
3202355,2020,2712,Party/Charter Boat
3202415,2020,5662,Food Fish - Resident
3202438,2020,102548,Food Fish - NR
3202440,2020,5663,Food Fish - Resident
3202455,2020,5665,Food Fish - Resident
3202457,2020,5666,Food Fish - Resident
3202475,2020,5670,Food Fish - Resident
3202477,2020,5671,Food Fish - Resident
3202479,2020,5672,Food Fish - Resident
3202481,2020,5673,Food Fish - Resident
3202498,2020,11343,Food Fish/Crustacea Dealer/Shipper
3202535,2020,11344,Food Fish/Crustacea Dealer/Shipper
3202555,2020,11345,Food Fish/Crustacea Dealer/Shipper
3202595,2020,11346,Food Fish/Crustacea Dealer/Shipper
3202735,2020,11347,Food Fish/Crustacea Dealer/Shipper
3202737,2020,2713,Party/Charter Boat
3202815,2020,11348,Food Fish/Crustacea Dealer/Shipper
3202817,2020,11349,Food Fish/Crustacea Dealer/Shipper
3202875,2020,11352,Food Fish/Crustacea Dealer/Shipper
3203015,2020,11353,Food Fish/Crustacea Dealer/Shipper
3203155,2020,2717,Party/Charter Boat
3203175,2020,2718,Party/Charter Boat
3203215,2020,11354,Food Fish/Crustacea Dealer/Shipper
3203235,2020,5673,Food Fish - Resident
3203255,2020,2719,Party/Charter Boat
3203335,2020,509,Gill Net - Resident
3203335,2020,593,Scoop Dip Scap up to 10 ft sq
3203355,2020,510,Gill Net - Resident
3203355,2020,594,Scoop Dip Scap up to 10 ft sq
3203375,2020,2720,Party/Charter Boat
3203378,2020,2721,Party/Charter Boat
3203494,2020,2723,Party/Charter Boat
3203535,2020,2724,Party/Charter Boat
3203575,2020,2725,Party/Charter Boat
3203580,2020,2726,Party/Charter Boat
3203595,2020,201692,Food Fish Landing
3203635,2020,511,Gill Net - Resident
3203757,2020,11359,Food Fish/Crustacea Dealer/Shipper
3203765,2020,1335,Marine Bait
3203767,2020,1088,Lobster Landing
3203767,2020,201694,Food Fish Landing
3203775,2020,2727,Party/Charter Boat
3203782,2020,2728,Party/Charter Boat
3203835,2020,1336,Marine Bait
3203855,2020,201695,Food Fish Landing
3203915,2020,1089,Lobster Landing
3203918,2020,11360,Food Fish/Crustacea Dealer/Shipper
3203937,2020,11361,Food Fish/Crustacea Dealer/Shipper
390042,2020,5377,Food Fish - Resident
390048,2020,1492,Party/Charter Boat
390048,2020,1928,Party/Charter Boat
400045,2020,1002,Whelk - NR
400045,2020,1349,Crab - NR
40005,2020,103,Party/Charter Boat
40005,2020,551,Food Fish - Resident
40039,2020,1023,Food Fish - Resident
40048,2020,2104,Food Fish - Resident
40051,2020,1058,Lobster Landing
40051,2020,1134,Whelk - Resident
40051,2020,2581,Crab - Resident
40051,2020,4008,Food Fish - Resident
40081,2020,3388,Food Fish - Resident
40103,2020,1247,Whelk - Resident
40103,2020,2105,Lobster - Resident
40103,2020,2239,Horseshoe Crab - Resident
40103,2020,2239,Crab - Resident
40103,2020,3774,Food Fish - Resident
40104,2020,1083,Whelk - Resident
40104,2020,2282,Horseshoe Crab - Resident
40104,2020,2282,Crab - Resident
40104,2020,352,Lobster - Resident
40104,2020,4329,Food Fish - Resident
40108,2020,1353,Whelk - Resident
40108,2020,1813,Horseshoe Crab - Resident
40108,2020,1813,Crab - Resident
40108,2020,2882,Food Fish - Resident
40108,2020,523,Lobster - Resident
40113,2020,4276,Food Fish - Resident
40119,2020,1137,Whelk - Resident
40119,2020,30,Lobster - Resident
40119,2020,32,Food Fish - Resident
40120,2020,1151,Lobster - Resident
40120,2020,1384,Whelk - Resident
40120,2020,4038,Horseshoe Crab - Resident
40120,2020,4038,Crab - Resident
40120,2020,964,Food Fish - Resident
40157,2020,1802,Crab - Resident
40157,2020,253,Food Fish - Resident
40157,2020,7465,Lobster - Resident
40158,2020,1059,Lobster Landing
40158,2020,11100,Food Fish/Crustacea Dealer/Shipper
40158,2020,1389,Whelk - Resident
40158,2020,3992,Horseshoe Crab - Resident
40158,2020,3992,Crab - Resident
40158,2020,5516,Food Fish - Resident
40162,2020,303,Crab - NR
40164,2020,306,Crab - NR
40166,2020,4321,Food Fish - Resident
40175,2020,101,Food Fish - Resident
40175,2020,156,Horseshoe Crab - Resident
40175,2020,156,Crab - Resident
40183,2020,1862,Party/Charter Boat
40189,2020,1525,Party/Charter Boat
40189,2020,3177,Food Fish - Resident
40194,2020,2887,Food Fish - Resident
40194,2020,5498,Food Fish - Resident
40200,2020,11238,Food Fish/Crustacea Dealer/Shipper
40200,2020,23,Marine Bait
40202,2020,1237,Food Fish - Resident
40202,2020,1401,Whelk - Resident
40202,2020,5162,Lobster - Resident
40221,2020,1335,Whelk - Resident
40221,2020,3889,Horseshoe Crab - Resident
40221,2020,3889,Crab - Resident
40221,2020,5408,Food Fish - Resident
40221,2020,9,Lobster - Resident
40243,2020,5489,Lobster - Resident
40243,2020,993,Food Fish - Resident
40247,2020,1386,Whelk - Resident
40247,2020,3957,Horseshoe Crab - Resident
40247,2020,3957,Crab - Resident
40262,2020,242,Food Fish - Resident
40262,2020,6,Party/Charter Boat
40289,2020,1308,Whelk - Resident
40289,2020,2456,Horseshoe Crab - Resident
40289,2020,2456,Crab - Resident
40289,2020,3064,Food Fish - Resident
40289,2020,5322,Lobster - Resident
40289,2020,5322,Lobster Bait Gill Net
40290,2020,369,Horseshoe Crab - Resident
40290,2020,369,Crab - Resident
40290,2020,805,Food Fish - Resident
40295,2020,1633,Horseshoe Crab - Resident
40295,2020,1633,Crab - Resident
40295,2020,3109,Food Fish - Resident
40303,2020,323,Food Fish - Resident
40311,2020,1023,Whelk - Resident
40311,2020,231,Lobster - Resident
40311,2020,2383,Horseshoe Crab - Resident
40311,2020,2383,Crab - Resident
40311,2020,2568,Food Fish - Resident
40320,2020,2115,Horseshoe Crab - Resident
40320,2020,2115,Crab - Resident
40320,2020,3661,Food Fish - Resident
40337,2020,1191,Whelk - Resident
40337,2020,4112,Food Fish - Resident
40337,2020,52,Horseshoe Crab - Resident
40337,2020,52,Crab - Resident
40339,2020,11355,Food Fish/Crustacea Dealer/Shipper
40339,2020,3548,Food Fish - Resident
40342,2020,1153,Whelk - Resident
40342,2020,142,Crab - Resident
40342,2020,364,Lobster - Resident
40342,2020,55,Food Fish - Resident
40347,2020,182,Food Fish - Resident
40354,2020,3394,Food Fish - Resident
40361,2020,2829,Horseshoe Crab - Resident
40361,2020,2829,Crab - Resident
40372,2020,1370,Whelk - Resident
40372,2020,5457,Food Fish - Resident
40372,2020,930,Lobster - Resident
40377,2020,1888,Food Fish - Resident
40381,2020,142,Food Fish - Resident
40381,2020,252,Lobster - Resident
40383,2020,134,Horseshoe Crab - Resident
40383,2020,134,Crab - Resident
40383,2020,327,Food Fish - Resident
40394,2020,9186,Lobster - Resident
40395,2020,1025,Whelk - Resident
40395,2020,195,Horseshoe Crab - Resident
40395,2020,195,Crab - Resident
40395,2020,251,Food Fish - Resident
40395,2020,5256,Lobster - Resident
40399,2020,1372,Whelk - Resident
40399,2020,3936,Horseshoe Crab - Resident
40399,2020,3936,Crab - Resident
40399,2020,5458,Food Fish - Resident
40414,2020,49,Food Fish - Resident
40415,2020,480,Food Fish - Resident
40415,2020,5382,Lobster - Resident
40439,2020,1487,Lobster - Resident
40439,2020,2166,Food Fish - Resident
40452,2020,101463,Food Fish - NR
40471,2020,5502,Lobster - Resident
40494,2020,1332,Whelk - Resident
40494,2020,4003,Horseshoe Crab - Resident
40494,2020,4003,Crab - Resident
40494,2020,418,Food Fish - Resident
40494,2020,5373,Lobster - Resident
40494,2020,5373,Lobster Bait Gill Net
40499,2020,235,Party/Charter Boat
40500,2020,2011,Food Fish - Resident
40500,2020,911,Crab - Resident
40512,2020,1043,Food Fish - Resident
40512,2020,1554,Horseshoe Crab - Resident
40512,2020,1554,Crab - Resident
40512,2020,3858,Lobster - Resident
40513,2020,403,Party/Charter Boat
40513,2020,468,Party/Charter Boat
40537,2020,1118,Whelk - Resident
40537,2020,1182,Lobster - Resident
40537,2020,2009,Horseshoe Crab - Resident
40537,2020,2009,Crab - Resident
40537,2020,2504,Food Fish - Resident
40544,2020,11196,Food Fish/Crustacea Dealer/Shipper
40544,2020,1385,Whelk - Resident
40544,2020,2813,Horseshoe Crab - Resident
40544,2020,2813,Crab - Resident
40544,2020,4309,Food Fish - Resident
40549,2020,3896,Horseshoe Crab - Resident
40549,2020,3896,Crab - Resident
40549,2020,5414,Food Fish - Resident
40561,2020,10539,Food Fish/Crustacea Dealer/Shipper
40561,2020,1422,Whelk - Resident
40561,2020,2843,Food Fish - Resident
40561,2020,2987,Lobster - Resident
40561,2020,2987,Lobster Bait Gill Net
40561,2020,4050,Horseshoe Crab - Resident
40561,2020,4050,Crab - Resident
40569,2020,2338,Food Fish - Resident
40581,2020,1591,Food Fish - Resident
40581,2020,580,Horseshoe Crab - Resident
40581,2020,580,Crab - Resident
40586,2020,317,Horseshoe Crab - NR
40586,2020,317,Crab - NR
40598,2020,21,Party/Charter Boat
40598,2020,254,Horseshoe Crab - Resident
40598,2020,254,Crab - Resident
40598,2020,470,Food Fish - Resident
40613,2020,553,Food Fish - Resident
40617,2020,1160,Whelk - Resident
40617,2020,2458,Horseshoe Crab - Resident
40617,2020,2458,Crab - Resident
40617,2020,5665,Lobster - Resident
40617,2020,594,Food Fish - Resident
40643,2020,1087,Whelk - Resident
40643,2020,1837,Crab - Resident
40643,2020,3380,Food Fish - Resident
40649,2020,1026,Whelk - Resident
40649,2020,2820,Food Fish - Resident
40649,2020,9,Horseshoe Crab - Resident
40649,2020,9,Crab - Resident
40657,2020,2443,Horseshoe Crab - Resident
40657,2020,2443,Crab - Resident
40662,2020,200213,Food Fish Landing
40677,2020,1306,Whelk - Resident
40687,2020,1219,Whelk - Resident
40687,2020,2248,Party/Charter Boat
40687,2020,2384,Lobster - Resident
40687,2020,2922,Food Fish - Resident
40687,2020,3949,Crab - Resident
40697,2020,102540,Food Fish - NR
40704,2020,1952,Food Fish - Resident
40704,2020,3,Party/Charter Boat
40709,2020,1220,Horseshoe Crab - Resident
40709,2020,1220,Crab - Resident
40709,2020,2493,Food Fish - Resident
40710,2020,2345,Horseshoe Crab - Resident
40710,2020,2345,Crab - Resident
40710,2020,2898,Food Fish - Resident
40713,2020,34,Horseshoe Crab - Resident
40713,2020,34,Crab - Resident
40713,2020,3777,Food Fish - Resident
40743,2020,1106,Whelk - Resident
40743,2020,1763,Food Fish - Resident
40743,2020,2487,Lobster - Resident
40743,2020,731,Horseshoe Crab - Resident
40743,2020,731,Crab - Resident
40775,2020,2732,Food Fish - Resident
40787,2020,2027,Party/Charter Boat
40787,2020,2589,Party/Charter Boat
40787,2020,2662,Food Fish - Resident
40793,2020,10835,Food Fish/Crustacea Dealer/Shipper
40793,2020,2027,Horseshoe Crab - Resident
40793,2020,2027,Crab - Resident
40793,2020,3618,Food Fish - Resident
40803,2020,101326,Food Fish - NR
40813,2020,1801,Party/Charter Boat
40813,2020,3159,Food Fish - Resident
40813,2020,4074,Horseshoe Crab - Resident
40813,2020,4074,Crab - Resident
40819,2020,1469,Food Fish - Resident
40830,2020,1338,Horseshoe Crab - Resident
40830,2020,1338,Crab - Resident
40830,2020,2663,Food Fish - Resident
40832,2020,240,Party/Charter Boat
40832,2020,2690,Party/Charter Boat
40832,2020,5625,Food Fish - Resident
40836,2020,1796,Food Fish - Resident
40836,2020,5598,Lobster - Resident
40836,2020,743,Crab - Resident
40857,2020,351,Food Fish - Resident
40857,2020,425,Lobster - Resident
40857,2020,613,Crab - Resident
40876,2020,1270,Crab - Resident
40880,2020,2672,Food Fish - Resident
40895,2020,3359,Food Fish - Resident
40896,2020,3189,Food Fish - Resident
40903,2020,2729,Food Fish - Resident
40904,2020,119,Food Fish - Resident
40904,2020,1545,Horseshoe Crab - Resident
40904,2020,1545,Crab - Resident
40904,2020,319,Lobster - Resident
40932,2020,478,Food Fish - Resident
40939,2020,3164,Food Fish - Resident
40950,2020,1063,Lobster - Resident
40950,2020,2096,Horseshoe Crab - Resident
40950,2020,2096,Crab - Resident
40950,2020,3316,Food Fish - Resident
40957,2020,101323,Food Fish - NR
40957,2020,310,Horseshoe Crab - NR
40957,2020,310,Crab - NR
40966,2020,2518,Food Fish - Resident
40981,2020,1126,Whelk - Resident
40981,2020,2076,Horseshoe Crab - Resident
40981,2020,2076,Crab - Resident
40981,2020,656,Food Fish - Resident
40983,2020,1028,Whelk - Resident
40983,2020,146,Horseshoe Crab - Resident
40983,2020,146,Crab - Resident
40983,2020,5285,Lobster - Resident
40983,2020,63,Food Fish - Resident
40990,2020,1005,Food Fish - Resident
40992,2020,9166,Food Fish/Crustacea Dealer/Shipper
410045,2020,3845,Horseshoe Crab - Resident
410045,2020,3845,Crab - Resident
410045,2020,5378,Food Fish - Resident
41022,2020,201,Party/Charter Boat
41022,2020,5392,Food Fish - Resident
41029,2020,2124,Food Fish - Resident
41029,2020,928,Lobster - Resident
41033,2020,10450,Food Fish/Crustacea Dealer/Shipper
41033,2020,1187,Whelk - Resident
41033,2020,122,Food Fish - Resident
41033,2020,163,Horseshoe Crab - Resident
41033,2020,163,Crab - Resident
41033,2020,5292,Lobster - Resident
41049,2020,3873,Food Fish - Resident
41050,2020,4047,Horseshoe Crab - Resident
41050,2020,4047,Crab - Resident
41050,2020,410,Food Fish - Resident
41064,2020,1288,Whelk - Resident
41064,2020,1346,Food Fish - Resident
41064,2020,5567,Lobster - Resident
41067,2020,3429,Food Fish - Resident
41105,2020,2199,Horseshoe Crab - Resident
41105,2020,2199,Crab - Resident
41105,2020,3732,Food Fish - Resident
41112,2020,1006,Whelk - Resident
41112,2020,11321,Food Fish/Crustacea Dealer/Shipper
41112,2020,1500,Lobster - Resident
41112,2020,1547,Horseshoe Crab - Resident
41112,2020,1547,Crab - Resident
41112,2020,2991,Food Fish - Resident
41118,2020,1395,Whelk - Resident
41118,2020,3847,Crab - Resident
41118,2020,4362,Food Fish - Resident
41118,2020,553,Lobster - Resident
41118,2020,553,Lobster Bait Gill Net
41123,2020,1606,Food Fish - Resident
41181,2020,1224,Whelk - Resident
41182,2020,29,Food Fish - Resident
41182,2020,642,Lobster - Resident
41187,2020,1331,Whelk - Resident
41187,2020,1867,Horseshoe Crab - Resident
41187,2020,1867,Crab - Resident
41187,2020,3424,Food Fish - Resident
41187,2020,952,Lobster - Resident
41189,2020,1408,Food Fish - Resident
41189,2020,207,Party/Charter Boat
41197,2020,3598,Food Fish - Resident
41217,2020,2,Whelk - Resident
41217,2020,3981,Horseshoe Crab - Resident
41217,2020,3981,Crab - Resident
41217,2020,5100,Lobster - Resident
41217,2020,5100,Lobster Bait Gill Net
41217,2020,520,Food Fish - Resident
41225,2020,201691,Food Fish Landing
41225,2020,2628,Party/Charter Boat
41229,2020,124,Horseshoe Crab - Resident
41229,2020,124,Crab - Resident
41229,2020,34,Food Fish - Resident
41233,2020,2015,Horseshoe Crab - Resident
41233,2020,2015,Crab - Resident
41258,2020,1069,Food Fish - Resident
41258,2020,1979,Lobster - Resident
41258,2020,450,Crab - Resident
41263,2020,475,Horseshoe Crab - Resident
41263,2020,475,Crab - Resident
41263,2020,5588,Food Fish - Resident
41264,2020,1876,Food Fish - Resident
41264,2020,819,Horseshoe Crab - Resident
41264,2020,819,Crab - Resident
41266,2020,1203,Food Fish - Resident
41266,2020,4040,Horseshoe Crab - Resident
41266,2020,4040,Crab - Resident
41266,2020,5534,Lobster - Resident
41278,2020,1753,Crab - Resident
41278,2020,2144,Food Fish - Resident
41280,2020,1375,Whelk - Resident
41280,2020,2295,Horseshoe Crab - Resident
41280,2020,2295,Crab - Resident
41280,2020,3845,Food Fish - Resident
41283,2020,2227,Crab - Resident
41283,2020,2701,Food Fish - Resident
41283,2020,9329,Lobster - Resident
41287,2020,1540,Crab - Resident
41301,2020,95,Food Fish - Resident
41314,2020,1833,Horseshoe Crab - Resident
41314,2020,1833,Crab - Resident
41314,2020,3375,Food Fish - Resident
41314,2020,676,Lobster - Resident
41318,2020,1112,Whelk - Resident
41318,2020,295,Lobster - Resident
41318,2020,3893,Crab - Resident
41318,2020,586,Food Fish - Resident
41321,2020,2529,Horseshoe Crab - Resident
41321,2020,2529,Crab - Resident
41321,2020,3789,Food Fish - Resident
41329,2020,1414,Whelk - Resident
41329,2020,4028,Horseshoe Crab - Resident
41329,2020,4028,Crab - Resident
41329,2020,5576,Food Fish - Resident
41329,2020,73,Lobster - Resident
41333,2020,1029,Whelk - Resident
41333,2020,1553,Horseshoe Crab - Resident
41333,2020,1553,Crab - Resident
41333,2020,2586,Food Fish - Resident
41333,2020,5005,Lobster - Resident
41346,2020,3989,Horseshoe Crab - Resident
41346,2020,3989,Crab - Resident
41365,2020,1899,Food Fish - Resident
41368,2020,3826,Crab - Resident
41384,2020,194,Party/Charter Boat
41387,2020,2596,Food Fish - Resident
41397,2020,1089,Food Fish - Resident
41457,2020,364,Food Fish - Resident
41469,2020,1678,Party/Charter Boat
41469,2020,3303,Food Fish - Resident
41470,2020,3533,Food Fish - Resident
41472,2020,101493,Food Fish - NR
41472,2020,226,Horseshoe Crab - NR
41472,2020,226,Crab - NR
41473,2020,1053,Lobster - Resident
41473,2020,1100,Whelk - Resident
41473,2020,11061,Food Fish/Crustacea Dealer/Shipper
41473,2020,1524,Horseshoe Crab - Resident
41473,2020,1524,Crab - Resident
41473,2020,19,Marine Bait
41473,2020,2303,Food Fish - Resident
41475,2020,1103,Whelk - Resident
41475,2020,2966,Food Fish - Resident
41475,2020,3897,Horseshoe Crab - Resident
41475,2020,3897,Crab - Resident
41487,2020,3419,Food Fish - Resident
41507,2020,140,Food Fish - Resident
41507,2020,4072,Crab - Resident
41507,2020,548,Lobster - Resident
41507,2020,548,Lobster Bait Gill Net
41509,2020,1404,Whelk - Resident
41509,2020,1891,Lobster - Resident
41509,2020,1891,Lobster Bait Gill Net
41509,2020,3862,Horseshoe Crab - Resident
41509,2020,3862,Crab - Resident
41509,2020,4325,Food Fish - Resident
41510,2020,1984,Lobster - Resident
41510,2020,5654,Food Fish - Resident
41523,2020,2311,Party/Charter Boat
41532,2020,1047,Whelk - Resident
41532,2020,3921,Horseshoe Crab - Resident
41532,2020,3921,Crab - Resident
41532,2020,655,Lobster - Resident
41532,2020,655,Lobster Bait Gill Net
41532,2020,876,Food Fish - Resident
41537,2020,3760,Food Fish - Resident
41552,2020,245,Crab - NR
41569,2020,3400,Food Fish - Resident
41579,2020,1359,Whelk - Resident
41579,2020,1385,Food Fish - Resident
41579,2020,522,Horseshoe Crab - Resident
41579,2020,522,Crab - Resident
41579,2020,5575,Lobster - Resident
41579,2020,5575,Lobster Bait Gill Net
41585,2020,18,Crab - Resident
41585,2020,286,Gill Net - Resident
41601,2020,2444,Crab - Resident
41611,2020,2014,Food Fish - Resident
41611,2020,499,Lobster - Resident
41611,2020,913,Horseshoe Crab - Resident
41611,2020,913,Crab - Resident
41614,2020,605,Food Fish - Resident
41616,2020,1107,Whelk - Resident
41616,2020,130,Horseshoe Crab - Resident
41616,2020,130,Crab - Resident
41616,2020,39,Food Fish - Resident
41616,2020,5624,Lobster - Resident
41621,2020,20,Food Fish - Resident
41623,2020,2868,Food Fish - Resident
41624,2020,319,Party/Charter Boat
41639,2020,1427,Whelk - Resident
41639,2020,1895,Horseshoe Crab - Resident
41639,2020,1895,Crab - Resident
41639,2020,2869,Lobster - Resident
41639,2020,3191,Food Fish - Resident
41645,2020,1033,Whelk - Resident
41645,2020,11206,Food Fish/Crustacea Dealer/Shipper
41645,2020,149,Lobster - Resident
41645,2020,3835,Horseshoe Crab - Resident
41645,2020,3835,Crab - Resident
41645,2020,4319,Food Fish - Resident
41652,2020,1215,Whelk - Resident
41652,2020,17,Food Fish - Resident
41652,2020,5181,Lobster - Resident
41652,2020,675,Crab - Resident
41652,2020,9042,Food Fish/Crustacea Dealer/Shipper
41663,2020,101520,Food Fish - NR
41663,2020,327,Horseshoe Crab - NR
41663,2020,327,Crab - NR
41689,2020,9046,Lobster - NR
41691,2020,3481,Food Fish - Resident
41727,2020,1259,Food Fish - Resident
41728,2020,1143,Whelk - Resident
41728,2020,2147,Horseshoe Crab - Resident
41728,2020,2147,Crab - Resident
41728,2020,449,Food Fish - Resident
41729,2020,178,Food Fish - Resident
41729,2020,193,Party/Charter Boat
41738,2020,2441,Food Fish - Resident
41749,2020,1211,Whelk - Resident
41749,2020,1856,Food Fish - Resident
41749,2020,55,Horseshoe Crab - Resident
41749,2020,55,Crab - Resident
41754,2020,1428,Whelk - Resident
41754,2020,1698,Food Fish - Resident
41754,2020,5968,Lobster - Resident
41755,2020,2289,Food Fish - Resident
41755,2020,5705,Lobster - Resident
41755,2020,690,Crab - Resident
41765,2020,1150,Whelk - Resident
41765,2020,2560,Crab - Resident
41765,2020,3616,Food Fish - Resident
41773,2020,1276,Lobster - Resident
41773,2020,1542,Horseshoe Crab - Resident
41773,2020,1542,Crab - Resident
41773,2020,2984,Food Fish - Resident
41794,2020,1263,Whelk - Resident
41794,2020,2704,Food Fish - Resident
41794,2020,3959,Horseshoe Crab - Resident
41794,2020,3959,Crab - Resident
41813,2020,1275,Whelk - Resident
41813,2020,4114,Food Fish - Resident
41813,2020,909,Horseshoe Crab - Resident
41813,2020,909,Crab - Resident
41823,2020,1131,Whelk - Resident
41823,2020,1683,Food Fish - Resident
41823,2020,2472,Horseshoe Crab - Resident
41823,2020,2472,Crab - Resident
41831,2020,4077,Horseshoe Crab - Resident
41831,2020,4077,Crab - Resident
41831,2020,511,Food Fish - Resident
41836,2020,1208,Whelk - Resident
41836,2020,5674,Food Fish - Resident
41847,2020,1406,Whelk - Resident
41847,2020,1574,Horseshoe Crab - Resident
41847,2020,1574,Crab - Resident
41847,2020,16,Food Fish - Resident
41847,2020,3300,Lobster - Resident
41854,2020,2096,Food Fish - Resident
41854,2020,291,Party/Charter Boat
41861,2020,2479,Horseshoe Crab - Resident
41861,2020,2479,Crab - Resident
41900,2020,3468,Food Fish - Resident
41900,2020,3978,Horseshoe Crab - Resident
41900,2020,3978,Crab - Resident
41902,2020,904,Food Fish - Resident
41903,2020,1015,Whelk - Resident
41903,2020,1339,Horseshoe Crab - Resident
41903,2020,1339,Crab - Resident
41903,2020,2664,Food Fish - Resident
41907,2020,369,Food Fish - Resident
41907,2020,847,Lobster - Resident
41916,2020,10811,Food Fish/Crustacea Dealer/Shipper
41916,2020,2449,Party/Charter Boat
41916,2020,3834,Horseshoe Crab - Resident
41916,2020,3834,Crab - Resident
41916,2020,5369,Food Fish - Resident
41926,2020,1049,Horseshoe Crab - Resident
41926,2020,1049,Crab - Resident
41926,2020,2265,Food Fish - Resident
41926,2020,5900,Lobster - Resident
41929,2020,11270,Food Fish/Crustacea Dealer/Shipper
41929,2020,1413,Whelk - Resident
41929,2020,4000,Horseshoe Crab - Resident
41929,2020,4000,Crab - Resident
41929,2020,5510,Food Fish - Resident
41954,2020,1152,Crab - Resident
41954,2020,2388,Food Fish - Resident
41955,2020,3449,Food Fish - Resident
41959,2020,2937,Food Fish - Resident
41966,2020,202,Horseshoe Crab - Resident
41966,2020,202,Crab - Resident
41966,2020,388,Food Fish - Resident
41967,2020,1273,Horseshoe Crab - Resident
41967,2020,1273,Crab - Resident
41967,2020,2301,Lobster - Resident
41967,2020,2587,Food Fish - Resident
41970,2020,2298,Food Fish - Resident
41974,2020,114,Food Fish - Resident
41974,2020,1328,Whelk - Resident
41974,2020,1503,Horseshoe Crab - Resident
41974,2020,1503,Crab - Resident
41974,2020,3260,Lobster - Resident
41981,2020,1082,Horseshoe Crab - Resident
41981,2020,1082,Crab - Resident
41981,2020,2300,Food Fish - Resident
41985,2020,1039,Whelk - Resident
41985,2020,1102,Lobster - Resident
41985,2020,2570,Food Fish - Resident
41985,2020,3852,Horseshoe Crab - Resident
41985,2020,3852,Crab - Resident
420043,2020,1495,Party/Charter Boat
42035,2020,1675,Food Fish - Resident
42036,2020,1035,Whelk - Resident
42036,2020,1458,Lobster - Resident
42036,2020,2440,Food Fish - Resident
42036,2020,359,Horseshoe Crab - Resident
42036,2020,359,Crab - Resident
42039,2020,3178,Food Fish - Resident
42040,2020,9055,Lobster - NR
42049,2020,1201,Horseshoe Crab - Resident
42049,2020,1201,Crab - Resident
42049,2020,2466,Food Fish - Resident
42049,2020,469,Party/Charter Boat
42057,2020,1030,Whelk - Resident
42057,2020,2048,Horseshoe Crab - Resident
42057,2020,2048,Crab - Resident
42057,2020,473,Food Fish - Resident
42057,2020,757,Lobster - Resident
42058,2020,1297,Whelk - Resident
42058,2020,2095,Horseshoe Crab - Resident
42058,2020,2095,Crab - Resident
42058,2020,3649,Food Fish - Resident
42058,2020,57,Lobster - Resident
42086,2020,3810,Food Fish - Resident
42092,2020,1068,Lobster Landing
